PROVINCE,DISTRICT,TEHSIL,AREA,TOTAL_MALE,TOTAL_FEMALE,TOTAL_MALE_12_17,TOTAL_FEMALE_12_17,FULL_VAC_MALE,FULL_VAC_MALE_YD,FULL_VAC_FEMALE,FULL_VAC_FEMALE_YD,PART_VAC_MALE,PART_VAC_MALE_YD,PART_VAC_FEMALE,PART_VAC_FEMALE_YD,lat,long
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,?????,92,67,27,10,,,,,1,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,??????,11,6,5,2,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,????? ???,45,40,8,8,,,,,1,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,?????,104,94,26,24,,,,,1,,3,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,?????,282,271,84,84,,,2,,2,,4,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,????,1,,,,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,?????,14,8,6,1,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,????????,35,17,14,6,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,??? ???,177,143,60,54,,,,,6,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,??????,105,81,45,16,,,,,4,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,?????,,4,,2,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,?????? ?????,63,47,11,4,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,??????,109,85,28,31,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,????,217,225,60,46,,,,,3,,6,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,?????,53,35,14,11,,,,,1,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,?????????,217,247,87,116,,,,,9,,5,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,?????,39,28,12,11,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,???,55,51,12,14,,,,,,,1,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,?????,97,112,29,36,,,,,5,,3,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,??????,11,12,6,3,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,??????,1,,,,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,??????,335,189,111,55,1,,,,6,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,???,60,56,26,24,,,,,4,,4,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,???????,74,35,26,4,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,????,26,20,6,13,,,,,2,,1,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,????? ?????,33,22,8,5,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,?????,2,1,2,1,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,??????,75,44,28,14,1,,,,1,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,??????,17,21,5,8,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,??????,6,5,,1,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,????????,46,43,12,15,,,,,2,,2,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,??????,61,36,32,10,,,1,,5,,3,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,???????,19,20,5,7,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,?????,88,69,27,17,,,,,1,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,BULRI SHAH KARIM,???? ?????,87,100,23,32,,,,,4,,7,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,??????,6,6,4,3,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,???????,57,40,18,12,,,1,,,,1,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,??????,2,2,1,,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,??????,5,,1,,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,??????,16,18,4,4,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,???,15,13,3,6,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,?????,124,110,48,29,,,,,,,2,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,??????????,66,75,19,23,,,,,3,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,???,23,19,7,6,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,???????,15,15,5,1,,,,,2,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,???????,109,68,9,11,,,,,1,1,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,?????,85,46,24,12,,,,,,,1,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,???,16,17,6,6,,,,,,,1,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,?????,69,44,16,13,,,,,2,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,??????,72,52,10,13,,,,,1,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,???????,125,95,34,18,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,????,150,121,52,49,2,,2,,5,,8,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,??????,63,58,16,15,,,1,,,,1,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,???????,37,25,16,7,,,,,1,,1,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,??????,30,22,6,4,,,,,1,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,???????,60,44,22,7,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,????,32,18,6,4,,,,,,,1,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,??????,25,25,6,4,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,????? ???,55,37,20,11,,,,,1,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,??????,30,32,7,6,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,?????,53,54,22,13,,,,,1,,1,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,????,62,47,27,9,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,??????,52,39,20,8,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,???? ?????,36,35,13,11,,,,,,,1,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,???? ???,129,98,47,30,,,1,,1,,1,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,????,40,26,15,6,,,,,,,1,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,???????,23,16,2,2,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,??? ???,576,586,159,172,1,,,,3,,2,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,??????,57,45,15,13,,,,,1,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,??????????,25,21,11,7,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,???? ???? ???? ???? ?????,491,409,173,120,,,1,,3,,1,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,???????? ???? ???? ?????,438,407,150,122,,,,,4,,8,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,??????,151,108,28,25,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,??????,18,11,7,3,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,????? ???,98,91,22,20,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,????,18,21,2,4,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,??????,67,63,26,12,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,??????,7,13,5,6,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,??,11,30,4,13,,,,,,,4,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,???????,15,9,2,4,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,???? ?????,32,23,7,9,,,2,,,,2,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,???? ??????,68,59,15,10,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,????????,4,11,3,6,,,,,1,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,???????,13,3,4,1,1,,,,1,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,????,3,6,,,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO GHULAM HYDER,????,26,29,6,9,,,,,2,,1,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,????,38,47,5,13,,,,,,,2,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,??????,46,29,11,5,,,,,1,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,????,99,77,34,21,2,,,,3,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,??? ???,38,34,10,10,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,??? ????? ????,177,114,50,29,,,,,2,,3,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,???????,112,76,27,18,,,,,4,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,??????,153,132,49,54,,,,,1,,2,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,???????,69,77,18,26,,,,,1,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,???,518,632,202,308,,,,,3,,2,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,??????,209,154,55,37,,,,,1,,1,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,??? ?????,16,14,3,3,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,??? ??????,245,213,44,57,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,???? ???,50,50,19,12,,,,,,,1,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,??? ???,297,220,100,55,,,,,3,,2,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,??????,124,90,48,33,,,,,1,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,???,131,101,39,38,1,,,,6,1,10,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,????? ???,368,246,113,44,,,,,1,,1,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,??????,441,407,138,127,1,1,,,13,,11,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,???? ???? ???,52,39,12,9,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,???? ???? ??? ??????? ?????,"1,117",990,382,333,1,1,3,,25,,23,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,???? ???? ??? ???????? ?????,"3,829","4,073","1,465","1,625",28,4,42,,149,3,210,2,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,????,78,73,15,10,,,,,1,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,?? ????,65,60,20,17,,,,,1,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,????? ?????,21,25,8,8,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,?????????,308,233,101,63,4,,,,7,1,2,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,???,39,18,4,5,,,,,,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,????,239,238,85,89,,,2,,,,3,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,?????,65,53,22,11,,,,,1,,,,25.1256,68.5426
Sindh,TANDO MUHAMMAD KHAN,TANDO MUHAMMAD KHAN,??????,111,125,32,38,,,,,1,,1,,25.1256,68.5426
Sindh,THARPARKAR,CHACHRO,??????,"1,669","1,435",512,437,5,,3,,32,1,16,,24.8777,70.2408
Sindh,THARPARKAR,CHACHRO,???????,104,86,27,22,1,,,,3,,,,24.8777,70.2408
Sindh,THARPARKAR,CHACHRO,?? ???,922,815,295,227,2,,,,13,,4,,24.8777,70.2408
Sindh,THARPARKAR,CHACHRO,??????,768,667,190,177,3,,1,,20,,5,2,24.8777,70.2408
Sindh,THARPARKAR,CHACHRO,?????,592,547,223,167,1,,1,,19,,12,,24.8777,70.2408
Sindh,THARPARKAR,CHACHRO,?????????,632,461,188,125,1,,,,17,,4,,24.8777,70.2408
Sindh,THARPARKAR,CHACHRO,??????,408,321,117,107,,,,,8,,6,,24.8777,70.2408
Sindh,THARPARKAR,CHACHRO,???? ??,627,535,222,192,1,,,,9,,1,,24.8777,70.2408
Sindh,THARPARKAR,CHACHRO,????,554,466,206,141,1,,,,12,,4,,24.8777,70.2408
Sindh,THARPARKAR,CHACHRO,??????????,"1,447","1,169",463,342,2,,,,37,2,19,,24.8777,70.2408
Sindh,THARPARKAR,CHACHRO,?????,362,272,129,90,3,,,,9,,2,,24.8777,70.2408
Sindh,THARPARKAR,CHACHRO,??????????,796,666,272,192,1,,1,,8,,3,,24.8777,70.2408
Sindh,THARPARKAR,CHACHRO,???? ????,573,413,219,140,7,,1,,33,2,18,,24.8777,70.2408
Sindh,THARPARKAR,CHACHRO,??????,814,656,257,199,2,,,,13,,,,24.8777,70.2408
Sindh,THARPARKAR,CHACHRO,???????,428,387,149,127,3,,1,,13,,13,,24.8777,70.2408
Sindh,THARPARKAR,CHACHRO,??????? ????,"1,631","1,603",567,510,12,,3,,43,2,19,3,24.8777,70.2408
Sindh,THARPARKAR,CHACHRO,??????,572,450,180,139,2,,1,,18,,10,1,24.8777,70.2408
Sindh,THARPARKAR,CHACHRO,?????,451,370,137,111,4,,1,,15,,10,,24.8777,70.2408
Sindh,THARPARKAR,CHACHRO,?????,427,382,135,127,,,1,,7,,1,,24.8777,70.2408
Sindh,THARPARKAR,CHACHRO,?????,135,117,39,36,1,,,,4,1,,,24.8777,70.2408
Sindh,THARPARKAR,DAHLI,??? ????? ?? ???,228,208,84,60,1,,,,2,,,,24.8777,70.2408
Sindh,THARPARKAR,DAHLI,?? ????,179,137,68,48,,,,,7,,,,24.8777,70.2408
Sindh,THARPARKAR,DAHLI,???? ????,251,185,74,54,,,,,3,,1,,24.8777,70.2408
Sindh,THARPARKAR,DAHLI,???? ?? ???,244,253,84,64,1,,,,2,,,,24.8777,70.2408
Sindh,THARPARKAR,DAHLI,?????,129,101,45,16,,,,,6,,,,24.8777,70.2408
Sindh,THARPARKAR,DAHLI,???? ????,355,311,83,102,2,,,,5,,3,,24.8777,70.2408
Sindh,THARPARKAR,DAHLI,??? ?????,279,215,100,60,2,,,,6,,1,,24.8777,70.2408
Sindh,THARPARKAR,DAHLI,????,243,222,75,63,1,,,,6,,,,24.8777,70.2408
Sindh,THARPARKAR,DAHLI,??? ???,486,395,139,94,,,,,3,,1,,24.8777,70.2408
Sindh,THARPARKAR,DAHLI,????,121,85,45,16,,,,,4,,,,24.8777,70.2408
Sindh,THARPARKAR,DAHLI,?????,239,243,77,81,1,,,,11,,4,,24.8777,70.2408
Sindh,THARPARKAR,DAHLI,??????,127,110,43,26,,,,,1,,,,24.8777,70.2408
Sindh,THARPARKAR,DAHLI,?????,274,242,93,85,,1,,,3,,,,24.8777,70.2408
Sindh,THARPARKAR,DAHLI,?????? ?? ???,201,158,67,40,,,,,3,,,,24.8777,70.2408
Sindh,THARPARKAR,DAHLI,???? ???,220,189,75,59,,,,,3,,,,24.8777,70.2408
Sindh,THARPARKAR,DAHLI,?????,251,191,102,49,,,1,,6,,1,,24.8777,70.2408
Sindh,THARPARKAR,DAHLI,?????,93,73,28,17,,,,,5,,2,,24.8777,70.2408
Sindh,THARPARKAR,DAHLI,??????,149,128,48,34,,,,,2,,,,24.8777,70.2408
Sindh,THARPARKAR,DAHLI,????????,207,190,79,52,4,,,,9,,3,,24.8777,70.2408
Sindh,THARPARKAR,DAHLI,????? ?? ???,14,16,2,3,,,,,,,,,24.8777,70.2408
Sindh,THARPARKAR,DAHLI,????? ?? ??? ????,240,226,82,76,1,,,,2,,3,,24.8777,70.2408
Sindh,THARPARKAR,DAHLI,??????,527,459,155,144,1,,,,6,,,,24.8777,70.2408
Sindh,THARPARKAR,DAHLI,?? ???? ??????,229,232,73,83,1,,1,,5,,1,,24.8777,70.2408
Sindh,THARPARKAR,DAHLI,????,128,84,51,23,1,,,,4,,2,,24.8777,70.2408
Sindh,THARPARKAR,DIPLO,???????,317,211,117,72,11,,,,33,,15,,24.8777,70.2408
Sindh,THARPARKAR,DIPLO,???????,195,158,61,41,,,,,2,,2,,24.8777,70.2408
Sindh,THARPARKAR,DIPLO,???,193,193,59,71,1,,,,9,,5,,24.8777,70.2408
Sindh,THARPARKAR,DIPLO,???????,497,492,170,141,18,,1,,74,,25,,24.8777,70.2408
Sindh,THARPARKAR,DIPLO,????? ????,152,129,47,40,1,,,,1,,,,24.8777,70.2408
Sindh,THARPARKAR,DIPLO,?????,166,141,44,41,1,,,,8,1,1,,24.8777,70.2408
Sindh,THARPARKAR,DIPLO,????,394,342,127,98,8,,,,43,,21,,24.8777,70.2408
Sindh,THARPARKAR,DIPLO,?????,756,669,269,235,4,,,,46,,9,,24.8777,70.2408
Sindh,THARPARKAR,DIPLO,?????,388,363,106,96,1,,1,,8,,17,,24.8777,70.2408
Sindh,THARPARKAR,DIPLO,???????,894,774,297,219,9,,,,70,1,26,,24.8777,70.2408
Sindh,THARPARKAR,DIPLO,???????,181,141,39,29,1,,,,4,1,,,24.8777,70.2408
Sindh,THARPARKAR,DIPLO,????????,295,282,94,76,4,,,,14,,2,,24.8777,70.2408
Sindh,THARPARKAR,DIPLO,?????,316,345,117,116,3,,2,,29,,6,,24.8777,70.2408
Sindh,THARPARKAR,DIPLO,?????,39,36,12,9,,,,,5,,,,24.8777,70.2408
Sindh,THARPARKAR,DIPLO,???? ??????,161,132,34,17,,,,,4,,1,,24.8777,70.2408
Sindh,THARPARKAR,DIPLO,???????,457,382,138,125,4,,1,,20,,2,,24.8777,70.2408
Sindh,THARPARKAR,DIPLO,????,214,178,70,50,5,,1,1,23,,5,,24.8777,70.2408
Sindh,THARPARKAR,DIPLO,??????,345,306,122,102,9,,13,,32,,25,,24.8777,70.2408
Sindh,THARPARKAR,DIPLO,?? ????,244,177,66,53,1,,,,4,,1,,24.8777,70.2408
Sindh,THARPARKAR,DIPLO,??????,521,507,190,147,5,2,1,,58,,11,,24.8777,70.2408
Sindh,THARPARKAR,DIPLO,????? ?????,340,331,137,104,7,,1,,30,,9,,24.8777,70.2408
Sindh,THARPARKAR,DIPLO,? ????,362,268,138,90,6,,,,25,,5,,24.8777,70.2408
Sindh,THARPARKAR,DIPLO,??????,374,293,125,87,,,,,9,,4,,24.8777,70.2408
Sindh,THARPARKAR,DIPLO,????,188,183,55,53,6,,,,19,,6,,24.8777,70.2408
Sindh,THARPARKAR,DIPLO,?????????,369,326,120,100,5,,,,28,,7,,24.8777,70.2408
Sindh,THARPARKAR,DIPLO,????? ????,"1,398","1,214",540,437,50,1,26,1,185,,124,,24.8777,70.2408
Sindh,THARPARKAR,DIPLO,??????,895,692,329,241,12,,2,,74,,24,1,24.8777,70.2408
Sindh,THARPARKAR,ISLAMKOT,???????,44,34,15,11,,,,,1,,,,24.8777,70.2408
Sindh,THARPARKAR,ISLAMKOT,????? ???,762,636,280,190,4,,1,,41,,24,,24.8777,70.2408
Sindh,THARPARKAR,ISLAMKOT,????? ??? ????,"1,514","1,535",581,568,16,,2,,78,,37,,24.8777,70.2408
Sindh,THARPARKAR,ISLAMKOT,???????,190,121,73,33,2,,,,16,,2,,24.8777,70.2408
Sindh,THARPARKAR,ISLAMKOT,???????,136,104,39,29,,,,,3,,2,,24.8777,70.2408
Sindh,THARPARKAR,ISLAMKOT,??????,839,782,263,275,8,,3,,52,,14,1,24.8777,70.2408
Sindh,THARPARKAR,ISLAMKOT,????,196,150,66,38,3,,,,9,,1,,24.8777,70.2408
Sindh,THARPARKAR,ISLAMKOT,?????? ???,201,164,63,54,1,,,,3,,1,,24.8777,70.2408
Sindh,THARPARKAR,ISLAMKOT,?????? ????,675,589,217,182,1,,1,,32,,8,,24.8777,70.2408
Sindh,THARPARKAR,ISLAMKOT,???? ??,750,611,239,168,7,,,,28,,4,,24.8777,70.2408
Sindh,THARPARKAR,ISLAMKOT,???????,441,382,151,131,4,,,,23,,6,,24.8777,70.2408
Sindh,THARPARKAR,ISLAMKOT,???????,590,491,235,170,4,,4,,32,,9,,24.8777,70.2408
Sindh,THARPARKAR,ISLAMKOT,????? ????,533,491,187,152,,,,,10,,5,,24.8777,70.2408
Sindh,THARPARKAR,ISLAMKOT,?????? ????????,347,292,120,89,1,,,,4,,1,,24.8777,70.2408
Sindh,THARPARKAR,ISLAMKOT,?????? ????????,426,318,99,96,,,,,5,,,1,24.8777,70.2408
Sindh,THARPARKAR,ISLAMKOT,???????,409,305,144,107,4,,,,17,,1,,24.8777,70.2408
Sindh,THARPARKAR,ISLAMKOT,???????,69,51,26,20,,,,,2,,,,24.8777,70.2408
Sindh,THARPARKAR,ISLAMKOT,????,679,589,276,211,11,,1,,55,,9,,24.8777,70.2408
Sindh,THARPARKAR,ISLAMKOT,????????,364,322,110,109,,,1,,3,,3,,24.8777,70.2408
Sindh,THARPARKAR,ISLAMKOT,????,261,181,88,47,2,,,,10,,3,,24.8777,70.2408
Sindh,THARPARKAR,ISLAMKOT,?????? ???? ???,433,341,146,114,2,,,,15,,1,,24.8777,70.2408
Sindh,THARPARKAR,ISLAMKOT,????,147,147,41,40,,,,,1,,,,24.8777,70.2408
Sindh,THARPARKAR,ISLAMKOT,???? ????,199,162,59,51,2,,1,,6,,5,,24.8777,70.2408
Sindh,THARPARKAR,KALIO,??? ???,412,321,115,78,1,,,,8,,,,24.8777,70.2408
Sindh,THARPARKAR,KALIO,??????,635,474,189,138,1,,1,,23,,9,1,24.8777,70.2408
Sindh,THARPARKAR,KALIO,????,502,456,174,156,,,,,13,1,7,1,24.8777,70.2408
Sindh,THARPARKAR,KALIO,?????,525,549,192,184,3,,2,,45,1,23,,24.8777,70.2408
Sindh,THARPARKAR,KALIO,?????,395,316,130,88,1,,,2,8,,3,1,24.8777,70.2408
Sindh,THARPARKAR,KALIO,????,478,390,129,106,1,,1,,14,,7,,24.8777,70.2408
Sindh,THARPARKAR,KALIO,??? ??,200,188,62,68,2,,,,7,,,,24.8777,70.2408
Sindh,THARPARKAR,KALIO,?????,392,312,126,102,2,,1,,13,,5,,24.8777,70.2408
Sindh,THARPARKAR,KALIO,????? ????,54,25,17,5,,,,,1,1,,,24.8777,70.2408
Sindh,THARPARKAR,KALIO,???? ?????,20,17,8,5,1,,,,5,,,,24.8777,70.2408
Sindh,THARPARKAR,KALIO,???? ???,70,65,14,14,,,,,1,,,,24.8777,70.2408
Sindh,THARPARKAR,KALIO,????? ????,688,620,233,159,4,,,,37,,27,,24.8777,70.2408
Sindh,THARPARKAR,KALIO,???????,699,585,186,156,1,,,,28,,14,,24.8777,70.2408
Sindh,THARPARKAR,KALIO,?????,"1,102",999,283,253,1,1,,,48,2,45,1,24.8777,70.2408
Sindh,THARPARKAR,KALIO,?? ???? ????,65,62,15,16,,,,,1,,,,24.8777,70.2408
Sindh,THARPARKAR,KALIO,??? ??,474,387,120,115,1,,,,17,,16,,24.8777,70.2408
Sindh,THARPARKAR,KALIO,????????,408,343,138,99,1,,,,21,,4,,24.8777,70.2408
Sindh,THARPARKAR,KALIO,????????,218,190,83,57,2,,,,12,,9,,24.8777,70.2408
Sindh,THARPARKAR,MITHI,???????,499,398,136,125,3,,,,12,,6,,24.8777,70.2408
Sindh,THARPARKAR,MITHI,??????,617,503,236,168,12,,2,,64,,19,,24.8777,70.2408
